node,GEOID20,district
390,45045003104,4
391,45045002815,6
392,45045004101,4
393,45045003704,4
394,45045003903,4
395,45045001600,4
396,45045002104,4
397,45045002804,4
398,45045003802,4
399,45081960100,3
400,45081960400,3
401,45045001302,4
402,45045001400,4
403,45045001501,4
404,45045002613,6
405,45045003016,4
406,45045003804,4
407,45045003906,4
408,45045003803,4
409,45045003905,6
410,45045002106,4
411,45045002107,4
412,45045002703,4
413,45045002202,4
414,45045003204,4
415,45045002817,6
416,45045004003,6
417,45045002818,6
418,45045002820,6
419,45045002822,6
420,45045003017,6
421,45045002821,6
422,45045002301,4
423,45045003005,6
424,45045003301,4
425,45045003500,4
426,45091060802,5
427,45091060700,5
428,45091061401,5
429,45091060600,5
430,45091061601,5
431,45015020804,2
432,45019003113,1
433,45019003200,1
434,45019003600,1
435,45081960301,3
436,45081960302,3
437,45019004800,2
438,45019002007,2
439,45019002604,1
440,45019002900,1
441,45019003110,1
442,45019003700,1
443,45019004000,1
444,45019004300,1
445,45035010807,1
446,45071950603,5
447,45071950604,3
448,45071950204,3
449,45091060904,6
450,45091061101,5
451,45091060300,5
452,45045003013,6
453,45045003304,4
454,45045001203,4
455,45045001204,4
456,45045004400,4
457,45045001809,4
458,45045001810,4
459,45045001808,4
460,45045002811,6
461,45045002005,4
462,45045003706,4
463,45045002403,6
464,45045002506,6
465,45045003014,6
466,45045003009,6
467,45045003011,6
468,45045003202,4
469,45003022001,3
470,45013002107,1
471,45071950700,3
472,45071950601,3
473,45071950502,3
474,45045003012,6
475,45045002813,6
476,45045003707,4
477,45045004300,4
478,45045003401,4
479,45045001205,4
480,45045004200,4
481,45075011900,0
482,45041001100,5
483,45041001200,5
484,45041001300,5
485,45041001400,5
486,45041001601,5
487,45041001602,5
488,45041002202,0
489,45051070400,2
490,45051080200,2
491,45051070300,2
492,45015020901,1
493,45051980100,2
494,45053950201,1
495,45041000700,5
496,45041000800,5
497,45065920100,3
498,45065920200,3
499,45065920300,3
500,45079011420,0
501,45079010311,5
502,45079011802,0
503,45079011421,0
504,45079011424,0
505,45079002605,0
506,45079011307,0
507,45079011306,0
508,45079010107,0
509,45079011801,0
510,45079010310,3
511,45079010106,5
512,45079010105,0
513,45079011422,0
514,45079011423,0
515,45079010315,3
516,45079010314,3
517,45053950301,1
518,45053950204,1
519,45053950203,1
520,45053950302,1
521,45041980100,5
522,45091061205,5
523,45091061506,6
524,45091061204,5
525,45091060909,5
526,45091060908,5
527,45091060911,5
528,45091061011,5
529,45091060913,5
530,45091061505,5
531,45091061504,6
532,45091061503,6
533,45091060912,5
534,45091060910,5
535,45091061709,6
536,45091061012,5
537,45091061710,6
538,45091061009,5
539,45091061010,5
540,45003021500,3
541,45003021102,3
542,45003021101,3
543,45025950702,5
544,45025950402,5
545,45025950401,5
546,45025950503,5
547,45025950701,5
548,45025950504,5
549,45025950602,5
550,45025950601,5
551,45063020512,3
552,45063020806,3
553,45063020807,3
554,45063021043,3
555,45063020910,3
556,45063021038,3
557,45063021309,3
558,45063020911,3
559,45063021046,3
560,45063021039,3
561,45063021040,3
562,45063021049,3
563,45063020909,3
564,45063021037,3
565,45063021045,3
566,45063021310,3
567,45063021051,3
568,45063021311,3
569,45063021044,3
570,45063021312,3
571,45063020513,3
572,45063021048,3
573,45003021402,3
574,45003020402,3
575,45003020903,3
576,45003020304,3
577,45003022003,3
578,45003020401,3
579,45003021004,3
580,45003021901,3
581,45003021902,0
582,45003021401,3
583,45063021050,3
584,45063021042,3
585,45063021052,3
586,45063021035,3
587,45063020912,3
588,45063020913,3
589,45063021041,3
590,45063021047,3
591,45063021036,3
592,45079010108,0
593,45079010109,0
594,45079010313,5
595,45079011425,0
596,45079010414,3
597,45079010312,5
598,45005970500,0
599,45005970201,0
600,45005970202,0
601,45047970303,3
602,45047970304,3
603,45047970602,3
604,45047970401,3
605,45047970601,3
606,45047970802,3
607,45047970801,3
608,45047970402,3
609,45059920301,3
610,45059920501,6
611,45077011003,4
612,45077010700,4
613,45077010903,4
614,45077011202,4
615,45077011101,4
616,45077010802,4
617,45077010403,4
618,45077010901,4
619,45077010804,4
620,45077011103,4
621,45077010501,4
622,45077010401,4
623,45077010100,4
624,45077010502,4
625,45077010803,4
626,45077011001,4
627,45063020509,3
628,45055970601,5
629,45055970100,5
630,45055970902,5
631,45055970500,5
632,45055970700,5
633,45055970300,5
634,45055970800,5
635,45055970200,5
636,45045001807,4
637,45045002610,6
638,45045002611,4
639,45045002812,6
640,45045003008,6
641,45037970203,3
642,45037970204,3
643,45003021205,3
644,45003021603,3
645,45003021204,3
646,45003021604,3
647,45017950202,0
648,45017950201,0
649,45013000902,1
650,45063021106,3
651,45013002102,1
652,45063020202,3
653,45045002901,4
654,45045002805,6
655,45087030100,6
656,45045002503,6
657,45045002604,6
658,45045002304,4
659,45045003601,4
660,45045003602,4
661,45045002003,4
662,45045002903,6
663,45045001900,4
664,45045002609,6
665,45045003101,4
666,45045002701,4
667,45045002108,4
668,45045003705,4
669,45045003902,4
