State, parcel level, k, n, m, s, number of fixings, percent fixed, time, 
TN,tract,9,5411,14844,23,938,55.14,122.75
TN,tract,9,5411,14844,24,867,50.97,186.79
TN,tract,9,5411,14844,25,759,44.62,278.41
TN,tract,9,5411,14844,26,691,40.62,345.07
TN,tract,9,5411,14844,27,643,37.80,383.47
TX,tract,38,5411,14844,12,6896,100.00,0.0
TX,tract,38,5411,14844,13,6896,100.00,0.0
TX,tract,38,5411,14844,14,6896,100.00,70.9
TX,tract,38,5411,14844,15,5670,82.22,335.75
TX,tract,38,5411,14844,16,5210,75.55,425.7
TX,tract,38,5411,14844,17,2915,42.27,1063.8
VA,tract,11,5411,14844,13,1310,59.60,115.94
VA,tract,11,5411,14844,14,1198,54.50,155.64
VA,tract,11,5411,14844,15,1118,50.86,181.25
VA,tract,11,5411,14844,16,1003,45.63,227.5
VA,tract,11,5411,14844,17,891,40.54,289.35
VA,tract,11,5411,14844,18,778,35.40,392.37
